season,phase,date,team,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7
2018-19,RS,2019-01-18,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-20,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-01-22,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-01-23,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2019-01-25,Los Angeles Clippers,No,No,No,Yes,No,No
2018-19,RS,2019-01-27,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-01-28,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2018-19,RS,2019-01-31,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-02-02,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-02-03,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2019-02-05,Los Angeles Clippers,No,No,No,Yes,No,No
2018-19,RS,2019-02-07,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-02-09,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-02-11,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-02-13,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-02-22,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-02-24,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-02-25,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2019-02-27,Los Angeles Clippers,No,No,No,Yes,No,No
2018-19,RS,2019-03-01,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-03,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-03-04,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2019-03-08,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-11,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-03-12,Los Angeles Clippers,Yes,No,Yes,No,No,No
2018-19,RS,2019-03-15,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-17,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-19,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-22,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-24,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-26,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-28,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-03-30,Los Angeles Clippers,Yes,Yes,No,No,No,No
2018-19,RS,2019-03-31,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2018-19,RS,2019-04-03,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-04-05,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-04-07,Los Angeles Clippers,No,No,No,No,No,No
2018-19,RS,2019-04-10,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-10-22,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-10-24,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-10-26,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-10-28,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-10-30,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-10-31,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2019-11-03,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-11-06,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-11-07,Los Angeles Clippers,Yes,No,Yes,No,No,No
2019-20,RS,2019-11-11,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-11-13,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-11-14,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2019-11-16,Los Angeles Clippers,No,No,No,Yes,No,No
2019-20,RS,2019-11-18,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-11-20,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-11-22,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-11-24,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-11-26,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-11-27,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2019-11-29,Los Angeles Clippers,No,No,No,Yes,No,No
2019-20,RS,2019-12-01,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-03,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-06,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-08,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-12-09,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2019-12-11,Los Angeles Clippers,No,No,No,Yes,No,No
2019-20,RS,2019-12-13,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-12-14,Los Angeles Clippers,Yes,No,Yes,Yes,No,Yes
2019-20,RS,2019-12-17,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-19,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-21,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2019-12-22,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2019-12-25,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-28,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2019-12-31,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-02,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-04,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2020-01-05,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2020-01-10,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-12,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-14,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-16,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-18,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-21,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2020-01-22,Los Angeles Clippers,Yes,No,Yes,No,No,No
2019-20,RS,2020-01-24,Los Angeles Clippers,No,No,No,Yes,No,No
2019-20,RS,2020-01-26,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-01-30,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-01,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-03,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-05,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-08,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2020-02-09,Los Angeles Clippers,Yes,No,Yes,No,No,No
2019-20,RS,2020-02-11,Los Angeles Clippers,No,No,No,Yes,No,No
2019-20,RS,2020-02-13,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-22,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-24,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-26,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-02-28,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-03-01,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-03-03,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-03-05,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-03-08,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-03-10,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-07-30,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-08-01,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-08-04,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-08-06,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-08-08,Los Angeles Clippers,Yes,Yes,No,No,No,No
2019-20,RS,2020-08-09,Los Angeles Clippers,Yes,No,Yes,Yes,No,No
2019-20,RS,2020-08-12,Los Angeles Clippers,No,No,No,No,No,No
2019-20,RS,2020-08-14,Los Angeles Clippers,No,No,No,No,No,No
2010-11,RS,2010-10-27,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-10-30,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-01,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-03,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-06,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-08,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-10,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-13,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2010-11-14,San Antonio Spurs,Yes,No,Yes,No,No,No
2010-11,RS,2010-11-17,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-19,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2010-11-20,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2010-11-22,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2010-11-24,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-26,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-28,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-11-30,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2010-12-01,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2010-12-03,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2010-12-05,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-08,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-10,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-12,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-15,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2010-12-16,San Antonio Spurs,Yes,No,Yes,No,No,No
2010-11,RS,2010-12-18,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2010-12-20,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-22,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2010-12-23,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2010-12-26,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-28,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2010-12-30,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-01-01,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-01-04,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-01-05,San Antonio Spurs,Yes,No,Yes,No,No,No
2010-11,RS,2011-01-07,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-01-09,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-01-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-01-12,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2011-01-14,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-01-16,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-01-19,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-01-21,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-01-22,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2011-01-24,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-01-26,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-01-29,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-02-01,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-02-03,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-02-04,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2011-02-08,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-02-09,San Antonio Spurs,Yes,No,Yes,No,No,No
2010-11,RS,2011-02-11,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2010-11,RS,2011-02-12,San Antonio Spurs,Yes,No,Yes,Yes,Yes,No
2010-11,RS,2011-02-14,San Antonio Spurs,No,No,No,Yes,No,Yes
2010-11,RS,2011-02-17,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-02-23,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-02-25,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-02-27,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-03-01,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-03-02,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2011-03-04,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-03-06,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-03-09,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-03-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-03-12,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2011-03-14,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-03-18,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-03-19,San Antonio Spurs,Yes,No,Yes,No,No,No
2010-11,RS,2011-03-21,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-03-23,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-03-25,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-03-27,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-03-28,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2010-11,RS,2011-03-31,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-04-01,San Antonio Spurs,Yes,No,Yes,No,No,No
2010-11,RS,2011-04-03,San Antonio Spurs,No,No,No,Yes,No,No
2010-11,RS,2011-04-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-04-06,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2010-11,RS,2011-04-09,San Antonio Spurs,No,No,No,No,No,No
2010-11,RS,2011-04-12,San Antonio Spurs,Yes,Yes,No,No,No,No
2010-11,RS,2011-04-13,San Antonio Spurs,Yes,No,Yes,No,No,No
2011-12,RS,2011-12-26,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2011-12-28,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2011-12-29,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2011-12,RS,2011-12-31,San Antonio Spurs,No,No,No,Yes,No,No
2011-12,RS,2012-01-02,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-01-04,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-01-05,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2011-12,RS,2012-01-07,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2011-12,RS,2012-01-08,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-01-10,San Antonio Spurs,Yes,Yes,No,Yes,No,Yes
2011-12,RS,2012-01-11,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-01-13,San Antonio Spurs,No,No,No,Yes,No,Yes
2011-12,RS,2012-01-15,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-01-17,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-01-18,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2011-12,RS,2012-01-20,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2011-12,RS,2012-01-21,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-01-23,San Antonio Spurs,No,No,No,Yes,No,Yes
2011-12,RS,2012-01-25,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-01-27,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-01-29,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-01-30,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2011-12,RS,2012-02-01,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2011-12,RS,2012-02-02,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-02-04,San Antonio Spurs,No,No,No,Yes,No,Yes
2011-12,RS,2012-02-06,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-02-08,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-02-11,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-02-14,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-02-15,San Antonio Spurs,Yes,No,Yes,No,No,No
2011-12,RS,2012-02-18,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-02-20,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-02-21,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2011-12,RS,2012-02-23,San Antonio Spurs,No,No,No,Yes,No,No
2011-12,RS,2012-02-29,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-02,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-04,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-07,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-09,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-12,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-14,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-16,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-03-17,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2011-12,RS,2012-03-21,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-03-23,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-03-24,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2011-12,RS,2012-03-25,San Antonio Spurs,Yes,No,Yes,Yes,Yes,No
2011-12,RS,2012-03-27,San Antonio Spurs,Yes,Yes,No,Yes,Yes,Yes
2011-12,RS,2012-03-28,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-03-31,San Antonio Spurs,No,No,No,No,No,No
2011-12,RS,2012-04-03,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-04-04,San Antonio Spurs,Yes,No,Yes,No,No,No
2011-12,RS,2012-04-06,San Antonio Spurs,No,No,No,Yes,No,No
2011-12,RS,2012-04-08,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-04-09,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2011-12,RS,2012-04-11,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2011-12,RS,2012-04-12,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-04-14,San Antonio Spurs,No,No,No,Yes,No,Yes
2011-12,RS,2012-04-16,San Antonio Spurs,Yes,Yes,No,No,No,No
2011-12,RS,2012-04-17,San Antonio Spurs,Yes,Yes,No,Yes,No,Yes
2011-12,RS,2012-04-18,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2011-12,RS,2012-04-20,San Antonio Spurs,No,No,No,Yes,Yes,Yes
2011-12,RS,2012-04-22,San Antonio Spurs,Yes,Yes,No,No,No,Yes
2011-12,RS,2012-04-23,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2011-12,RS,2012-04-25,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2011-12,RS,2012-04-26,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2012-13,RS,2012-10-31,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-11-01,San Antonio Spurs,Yes,No,Yes,No,No,No
2012-13,RS,2012-11-03,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2012-11-05,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-07,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-09,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-11-10,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2012-11-13,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-15,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-17,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-19,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-21,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-23,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-11-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-11-26,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2012-11-28,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2012-13,RS,2012-11-29,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2012-13,RS,2012-12-01,San Antonio Spurs,No,No,No,Yes,No,Yes
2012-13,RS,2012-12-05,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-12-07,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-12-08,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2012-12-10,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2012-12-12,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-12-13,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2012-13,RS,2012-12-15,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2012-12-17,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-12-18,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2012-13,RS,2012-12-21,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-12-23,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-12-26,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-12-28,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2012-12-30,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2012-12-31,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-01-02,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2012-13,RS,2013-01-03,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2012-13,RS,2013-01-05,San Antonio Spurs,No,No,No,Yes,No,Yes
2012-13,RS,2013-01-07,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-01-09,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-01-11,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-01-13,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-01-16,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-01-18,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-01-19,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-01-21,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2013-01-23,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-01-25,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-01-26,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-01-30,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-02-02,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-02-06,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-02-08,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-02-10,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-02-11,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-02-13,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2013-02-19,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-02-21,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-02-22,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-02-24,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2013-02-27,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-01,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-03,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-06,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-08,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-11,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-03-12,San Antonio Spurs,Yes,No,Yes,No,No,No
2012-13,RS,2013-03-14,San Antonio Spurs,No,No,No,Yes,No,No
2012-13,RS,2013-03-16,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-20,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-22,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-24,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-27,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-29,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-03-31,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-04-01,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-04-03,San Antonio Spurs,Yes,Yes,No,Yes,No,No
2012-13,RS,2013-04-04,San Antonio Spurs,Yes,No,Yes,Yes,Yes,Yes
2012-13,RS,2013-04-06,San Antonio Spurs,No,No,No,Yes,No,Yes
2012-13,RS,2013-04-10,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-04-12,San Antonio Spurs,No,No,No,No,No,No
2012-13,RS,2013-04-14,San Antonio Spurs,Yes,Yes,No,No,No,No
2012-13,RS,2013-04-15,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2012-13,RS,2013-04-17,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2013-10-30,San Antonio Spurs,No,No,No,No,No,No
2013-14,RS,2013-11-01,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-11-02,San Antonio Spurs,Yes,No,Yes,Yes,No,No
2013-14,RS,2013-11-05,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-11-06,San Antonio Spurs,Yes,No,Yes,No,No,No
2013-14,RS,2013-11-08,San Antonio Spurs,No,No,No,Yes,No,No
2013-14,RS,2013-11-10,San Antonio Spurs,Yes,Yes,No,No,No,No
2013-14,RS,2013-11-11,San Antonio Spurs,Yes,No,Yes,Yes,No,Yes
2013-14,RS,2013-11-13,San Antonio Spurs,No,No,No,Yes,No,No
